company,description,location,rating,salary,title
Kinaxis,"Comfortable working the stack to deliver vertically sliced features.,Strong ability to share knowledge and mentor more junior developers.","Ottawa, ON",4.0,,Senior Full Stack Developer
IBM,"Experience in full stack cloud application development and REST APIs using JSON.,To think along with clients and sell.","Ottawa, ON",3.9,,DevOps Developer Intern (4 months)
Ericsson,"Full-stack Virtualization of the 5G NR CU and DU.,Be able to deliver scalability, resilience and performance by taking full advantage of the evolving…","Ottawa, ON",4.1,,Developer - Cloud Native 5G
,"With state-of-the-art software, hardware and services for any type of network.,Nokia is positioned to help communication service providers, governments, and…","Ottawa, ON",,,"Full Stack Developer (UI/UX), CNS"
Entrust Datacard,"Design and implement new product capabilities using Java and JavaScript.,Ensure new features have automated system tests to promote rapid and stable development…","Ottawa, ON",3.2,,Sr Software Developer
Irdeto,"Five-plus years of full-time software development experience.,Interface internally with other developers, product managers, solution architects, and other…","Ottawa, ON",3.8,,Full Stack Developer
Kivuto Solutions,"While currently working remotely, we have a comfortable working environment in the downtown Ottawa area when safe to return.","Ottawa, ON",4.0,,Software/Full Stack Developer
The National Benefit Authority,"Full stack web developing (front/back end).,PHP Developer/Analyst + Work from Home*.,You will design + build + code web-based applications + digital interfaces,…","Ottawa, ON",4.0,"$60,000 a year",PHP Developer/Analyst
IBM,"As Full Stack Cloud Application Developer, you will develop microservices based applications or migrate existing monolithic applications into Microservices…","Ottawa, ON",3.9,,Full Stack Cloud Application Developer
Moneris Solutions Corporation,"Participate in the architecture, design and implementation of complex software including having demonstrated knowledge of software development best practices…","Ottawa, ON",3.5,,Full Stack Developer
,"Their job is complex with a lot of moving pieces and our job is to provide the software to help them out.,NET to support all those fancy queries you wrote on…","Ottawa, ON",,,Senior Full-Stack Developer
,"Minimum 2 years of work experience as a full-stack web developer.,Full time: 37.5h per week.,Build system tools that help to process and manage customer orders.","Ottawa, ON",,"$65,000 - $80,000 a year",Full-Stack Web Developer - Work From Home Full Time!
Canadian National Railway,"Be able to train/mentor other developers.,Functional/technical proficiency with large full life cycle projects in ABAP development.",Canada,3.1,,Software Developer - SAP
CGI Inc,"Knowledge of software engineering practices for the full software development life cycle, including coding standards, code reviews, source code management,…","Ottawa, ON",3.6,,Full Stack Java Developer-Junior
Moneris Solutions Corporation,"Participate in the architecture, design and implementation of complex software including having demonstrated knowledge of software development best practices…","Ottawa, ON",3.5,,Full Stack Developer
,"We’re looking for an experienced Full Stack Developer with ElasticSearch, Solr or Lucene experience.,This product will push the content thru and classify and…","Ottawa, ON",,"$80,000 a year",Full Stack Developer (ElasticSearch)
,Our flagship product suite consists of a high-speed multi-platform file transfer server with multiple front-end client applications (stand-alone and web-based)…,"Ottawa, ON",,,Full Stack Developer
,"Active participation in the full Software Development Lifecycle, from the conceptual stage to implementation including participation in sprint planning sessions…","Ottawa, ON",,"$45,000 - $75,000 a year",Full Stack Developer - Junior/Intermediate
,"Minimum 3 years of experience as a software developer.,We’re looking for an ambitious Full Stack (Ruby on Rails/JavaScript) Developer who wishes to become…","Ottawa, ON",,"$80,000 a year",Full Stack (Ruby on Rails/JavaScript) Developer
Moneris Solutions Corporation,"Participate in the architecture, design and implementation of complex software including having demonstrated knowledge of software development best practices…","Ottawa, ON",3.5,,Full Stack Developer
,"Their job is complex with a lot of moving pieces and our job is to provide the software to help them out.,NET to support all those fancy queries you wrote on…","Ottawa, ON",,,Senior Full-Stack Developer
,"Minimum 2 years of work experience as a full-stack web developer.,Full time: 37.5h per week.,Build system tools that help to process and manage customer orders.","Ottawa, ON",,"$65,000 - $80,000 a year",Full-Stack Web Developer - Work From Home Full Time!
Canadian National Railway,"Be able to train/mentor other developers.,Functional/technical proficiency with large full life cycle projects in ABAP development.",Canada,3.1,,Software Developer - SAP
CGI Inc,"Knowledge of software engineering practices for the full software development life cycle, including coding standards, code reviews, source code management,…","Ottawa, ON",3.6,,Full Stack Java Developer-Junior
Ciena,"The ideal candidate should have solid expertise in front-end technologies, is experienced in implementing quality products with a great customer experience and…","Ottawa, ON",3.9,,UI/Full-Stack Engineer
,"We have an immediate need for a full-time, permanent Senior, Full-Stack Web Developer with a minimum 7-years experience.,Job Types: Full-time, Permanent.","Ottawa, ON",,"$100,000 a year",Full Stack Web Developer - Senior
,"As a full stack developer, you should have a passion for innovative data solutions and be fluent in a variety of coding languages – we primarily use ES6 Node on…","Ottawa, ON",,"$70,000 a year",Full Stack Developer
,"As the successful candidate, you will be a full stack Developer with strong development capabilities.,Otherwise, we are seeking strong developers in related…","Ottawa, ON",,,Senior Software Engineer / Full Stack Developer
Moneris Solutions Corporation,"Participate in the architecture, design and implementation of complex software including having demonstrated knowledge of software development best practices…","Ottawa, ON",3.5,,Full Stack Developer
,"Their job is complex with a lot of moving pieces and our job is to provide the software to help them out.,NET to support all those fancy queries you wrote on…","Ottawa, ON",,,Senior Full-Stack Developer
,"Minimum 2 years of work experience as a full-stack web developer.,Full time: 37.5h per week.,Build system tools that help to process and manage customer orders.","Ottawa, ON",,"$65,000 - $80,000 a year",Full-Stack Web Developer - Work From Home Full Time!
Canadian National Railway,"Be able to train/mentor other developers.,Functional/technical proficiency with large full life cycle projects in ABAP development.",Canada,3.1,,Software Developer - SAP
CGI Inc,"Knowledge of software engineering practices for the full software development life cycle, including coding standards, code reviews, source code management,…","Ottawa, ON",3.6,,Full Stack Java Developer-Junior
,"We’re looking for an experienced Full Stack Developer with ElasticSearch, Solr or Lucene experience.,This product will push the content thru and classify and…","Ottawa, ON",,"$80,000 a year",Full Stack Developer (ElasticSearch)
,Our flagship product suite consists of a high-speed multi-platform file transfer server with multiple front-end client applications (stand-alone and web-based)…,"Ottawa, ON",,,Full Stack Developer
,"Active participation in the full Software Development Lifecycle, from the conceptual stage to implementation including participation in sprint planning sessions…","Ottawa, ON",,"$45,000 - $75,000 a year",Full Stack Developer - Junior/Intermediate
